Subfigure,Element,Attribute,Value
C,197,Y,0.0794596625745794
C,197,TaxonomyLevel,Umbrella
C,197,TaxonomyValue,Applied Sciences
C,198,X,0.97
C,198,Y,0.07986668815619827
C,198,TaxonomyLevel,Umbrella
C,198,TaxonomyValue,Applied Sciences
C,199,X,0.98
C,199,Y,0.0802756168745882
C,199,TaxonomyLevel,Umbrella
C,199,TaxonomyValue,Applied Sciences
C,200,X,0.99
C,200,Y,0.08068645576289023
C,200,TaxonomyLevel,Umbrella
C,200,TaxonomyValue,Applied Sciences
C,201,X,1.0
C,201,Y,0.08109921186095755
C,201,TaxonomyLevel,Umbrella
C,201,TaxonomyValue,Applied Sciences
C,202,X,0.0
C,202,Y,0.056843935284113675
C,202,TaxonomyLevel,Umbrella
C,202,TaxonomyValue,Education
C,203,X,0.01
C,203,Y,0.05721898061719425
C,203,TaxonomyLevel,Umbrella
C,203,TaxonomyValue,Education
C,204,X,0.02
C,204,Y,0.057596349316572454
C,204,TaxonomyLevel,Umbrella
C,204,TaxonomyValue,Education
C,205,X,0.03
C,205,Y,0.057976053776690774
C,205,TaxonomyLevel,Umbrella
C,205,TaxonomyValue,Education
C,206,X,0.04
C,206,Y,0.05835810643159724
C,206,TaxonomyLevel,Umbrella
C,206,TaxonomyValue,Education
C,207,X,0.05
C,207,Y,0.0587425197546958
C,207,TaxonomyLevel,Umbrella
C,207,TaxonomyValue,Education
C,208,X,0.06
C,208,Y,0.059129306258490506
C,208,TaxonomyLevel,Umbrella
C,208,TaxonomyValue,Education
C,209,X,0.07
C,209,Y,0.05951847849432236
C,209,TaxonomyLevel,Umbrella
C,209,TaxonomyValue,Education
C,210,X,0.08
C,210,Y,0.059910049052100005
C,210,TaxonomyLevel,Umbrella
C,210,TaxonomyValue,Education
C,211,X,0.09
C,211,Y,0.060304030560022794
C,211,TaxonomyLevel,Umbrella
C,211,TaxonomyValue,Education
C,212,X,0.1
C,212,Y,0.06070043568429757
C,212,TaxonomyLevel,Umbrella
C,212,TaxonomyValue,Education
C,213,X,0.11
C,213,Y,0.06109927712884771
C,213,TaxonomyLevel,Umbrella
C,213,TaxonomyValue,Education
C,214,X,0.12
C,214,Y,0.06150056763501574
C,214,TaxonomyLevel,Umbrella
C,214,TaxonomyValue,Education
C,215,X,0.13
C,215,Y,0.06190431998125817
C,215,TaxonomyLevel,Umbrella
C,215,TaxonomyValue,Education
C,216,X,0.14
C,216,Y,0.06231054698283322
C,216,TaxonomyLevel,Umbrella
C,216,TaxonomyValue,Education
C,217,X,0.15
C,217,Y,0.06271926149148141
C,217,TaxonomyLevel,Umbrella
C,217,TaxonomyValue,Education
C,218,X,0.16
C,218,Y,0.06313047639509838
C,218,TaxonomyLevel,Umbrella
C,218,TaxonomyValue,Education
C,219,X,0.17
C,219,Y,0.06354420461740043
C,219,TaxonomyLevel,Umbrella
C,219,TaxonomyValue,Education
C,220,X,0.18
C,220,Y,0.06396045911758237
C,220,TaxonomyLevel,Umbrella
C,220,TaxonomyValue,Education
C,221,X,0.19
C,221,Y,0.06437925288996775
C,221,TaxonomyLevel,Umbrella
C,221,TaxonomyValue,Education
C,222,X,0.2
C,222,Y,0.06480059896365124
C,222,TaxonomyLevel,Umbrella
C,222,TaxonomyValue,Education
C,223,X,0.21
C,223,Y,0.06522451040213342
C,223,TaxonomyLevel,Umbrella
C,223,TaxonomyValue,Education
C,224,X,0.22
C,224,Y,0.06565100030294738
C,224,TaxonomyLevel,Umbrella
C,224,TaxonomyValue,Education
C,225,X,0.23
C,225,Y,0.06608008179727765
C,225,TaxonomyLevel,Umbrella
C,225,TaxonomyValue,Education
C,226,X,0.24
C,226,Y,0.06651176804957072
C,226,TaxonomyLevel,Umbrella
C,226,TaxonomyValue,Education
C,227,X,0.25
C,227,Y,0.06694607225713788
C,227,TaxonomyLevel,Umbrella
C,227,TaxonomyValue,Education
C,228,X,0.26
C,228,Y,0.0673830076497495
C,228,TaxonomyLevel,Umbrella
C,228,TaxonomyValue,Education
C,229,X,0.27
C,229,Y,0.06782258748922103
C,229,TaxonomyLevel,Umbrella
C,229,TaxonomyValue,Education
C,230,X,0.28
C,230,Y,0.068264825068991
C,230,TaxonomyLevel,Umbrella
C,230,TaxonomyValue,Education
C,231,X,0.29
C,231,Y,0.06870973371369006
C,231,TaxonomyLevel,Umbrella
C,231,TaxonomyValue,Education
C,232,X,0.3
C,232,Y,0.06915732677870207
C,232,TaxonomyLevel,Umbrella
C,232,TaxonomyValue,Education
C,233,X,0.31
C,233,Y,0.069607617649716
C,233,TaxonomyLevel,Umbrella
C,233,TaxonomyValue,Education
C,234,X,0.32
C,234,Y,0.07006061974226978
C,234,TaxonomyLevel,Umbrella
C,234,TaxonomyValue,Education
C,235,X,0.33
C,235,Y,0.07051634650128481
C,235,TaxonomyLevel,Umbrella
C,235,TaxonomyValue,Education
C,236,X,0.34
C,236,Y,0.0709748114005922
C,236,TaxonomyLevel,Umbrella
C,236,TaxonomyValue,Education
C,237,X,0.35000000000000003
C,237,Y,0.07143602794244953
C,237,TaxonomyLevel,Umbrella
C,237,TaxonomyValue,Education
C,238,X,0.36
C,238,Y,0.07190000965704933
C,238,TaxonomyLevel,Umbrella
C,238,TaxonomyValue,Education
C,239,X,0.37
C,239,Y,0.07236677010201772
C,239,TaxonomyLevel,Umbrella
C,239,TaxonomyValue,Education
C,240,X,0.38
C,240,Y,0.0728363228619046
C,240,TaxonomyLevel,Umbrella
C,240,TaxonomyValue,Education
C,241,X,0.39
C,241,Y,0.07330868154766429
C,241,TaxonomyLevel,Umbrella
C,241,TaxonomyValue,Education
C,242,X,0.4
C,242,Y,0.07378385979612681
C,242,TaxonomyLevel,Umbrella
C,242,TaxonomyValue,Education
C,243,X,0.41000000000000003
C,243,Y,0.07426187126946018
C,243,TaxonomyLevel,Umbrella
C,243,TaxonomyValue,Education
C,244,X,0.42
C,244,Y,0.07474272965462282
C,244,TaxonomyLevel,Umbrella
C,244,TaxonomyValue,Education
C,245,X,0.43
C,245,Y,0.07522644866280684
C,245,TaxonomyLevel,Umbrella
C,245,TaxonomyValue,Education
C,246,X,0.44
C,246,Y,0.0757130420288714
C,246,TaxonomyLevel,Umbrella
C,246,TaxonomyValue,Education
C,247,X,0.45
C,247,Y,0.07620252351076683
C,247,TaxonomyLevel,Umbrella
C,247,TaxonomyValue,Education
C,248,X,0.46
C,248,Y,0.07669490688894845
C,248,TaxonomyLevel,Umbrella
C,248,TaxonomyValue,Education
C,249,X,0.47000000000000003
C,249,Y,0.0771902059657812
C,249,TaxonomyLevel,Umbrella
C,249,TaxonomyValue,Education
C,250,X,0.48
C,250,Y,0.07768843456493386
C,250,TaxonomyLevel,Umbrella
C,250,TaxonomyValue,Education
C,251,X,0.49
C,251,Y,0.0781896065307637
C,251,TaxonomyLevel,Umbrella
C,251,TaxonomyValue,Education
C,252,X,0.5
C,252,Y,0.07869373572769091
C,252,TaxonomyLevel,Umbrella
C,252,TaxonomyValue,Education
C,253,X,0.51
C,253,Y,0.0792008360395628
C,253,TaxonomyLevel,Umbrella
C,253,TaxonomyValue,Education
C,254,X,0.52
C,254,Y,0.07971092136900823
C,254,TaxonomyLevel,Umbrella
C,254,TaxonomyValue,Education
C,255,X,0.53
C,255,Y,0.08022400563678139
C,255,TaxonomyLevel,Umbrella
C,255,TaxonomyValue,Education
C,256,X,0.54
C,256,Y,0.08074010278109553
C,256,TaxonomyLevel,Umbrella
C,256,TaxonomyValue,Education
C,257,X,0.55
C,257,Y,0.08125922675694608
C,257,TaxonomyLevel,Umbrella
C,257,TaxonomyValue,Education
C,258,X,0.56
C,258,Y,0.08178139153542362
C,258,TaxonomyLevel,Umbrella
C,258,TaxonomyValue,Education
C,259,X,0.5700000000000001
C,259,Y,0.0823066111030159
C,259,TaxonomyLevel,Umbrella
C,259,TaxonomyValue,Education
C,260,X,0.58
C,260,Y,0.08283489946089978
C,260,TaxonomyLevel,Umbrella
C,260,TaxonomyValue,Education
C,261,X,0.59
C,261,Y,0.08336627062422194
C,261,TaxonomyLevel,Umbrella
C,261,TaxonomyValue,Education
C,262,X,0.6
C,262,Y,0.08390073862136947
C,262,TaxonomyLevel,Umbrella
C,262,TaxonomyValue,Education
C,263,X,0.61
C,263,Y,0.08443831749322914
C,263,TaxonomyLevel,Umbrella
C,263,TaxonomyValue,Education
C,264,X,0.62
C,264,Y,0.08497902129243601
C,264,TaxonomyLevel,Umbrella
C,264,TaxonomyValue,Education
C,265,X,0.63
C,265,Y,0.0855228640826113
C,265,TaxonomyLevel,Umbrella
C,265,TaxonomyValue,Education
C,266,X,0.64
C,266,Y,0.0860698599375889
C,266,TaxonomyLevel,Umbrella
C,266,TaxonomyValue,Education
C,267,X,0.65
C,267,Y,0.08662002294063118
C,267,TaxonomyLevel,Umbrella
C,267,TaxonomyValue,Education
C,268,X,0.66
C,268,Y,0.08717336718363333
C,268,TaxonomyLevel,Umbrella
C,268,TaxonomyValue,Education
C,269,X,0.67
C,269,Y,0.08772990676631705
C,269,TaxonomyLevel,Umbrella
C,269,TaxonomyValue,Education
C,270,X,0.68
C,270,Y,0.0882896557954122
C,270,TaxonomyLevel,Umbrella
C,270,TaxonomyValue,Education
C,271,X,0.6900000000000001
C,271,Y,0.08885262838382807
C,271,TaxonomyLevel,Umbrella
C,271,TaxonomyValue,Education
C,272,X,0.7000000000000001
C,272,Y,0.08941883864981252
C,272,TaxonomyLevel,Umbrella
C,272,TaxonomyValue,Education
C,273,X,0.71
C,273,Y,0.08998830071610021
C,273,TaxonomyLevel,Umbrella
C,273,TaxonomyValue,Education
C,274,X,0.72
C,274,Y,0.09056102870904917
C,274,TaxonomyLevel,Umbrella
C,274,TaxonomyValue,Education
C,275,X,0.73
C,275,Y,0.09113703675776562
C,275,TaxonomyLevel,Umbrella
C,275,TaxonomyValue,Education
C,276,X,0.74
C,276,Y,0.0917163389932178
C,276,TaxonomyLevel,Umbrella
C,276,TaxonomyValue,Education
C,277,X,0.75
C,277,Y,0.09229894954733744
C,277,TaxonomyLevel,Umbrella
C,277,TaxonomyValue,Education
C,278,X,0.76
C,278,Y,0.09288488255211029
C,278,TaxonomyLevel,Umbrella
C,278,TaxonomyValue,Education
C,279,X,0.77
C,279,Y,0.09347415213865409
C,279,TaxonomyLevel,Umbrella
C,279,TaxonomyValue,Education
C,280,X,0.78
C,280,Y,0.09406677243628557
C,280,TaxonomyLevel,Umbrella
C,280,TaxonomyValue,Education
C,281,X,0.79
C,281,Y,0.09466275757157495
C,281,TaxonomyLevel,Umbrella
C,281,TaxonomyValue,Education
C,282,X,0.8
C,282,Y,0.09526212166738916
C,282,TaxonomyLevel,Umbrella
C,282,TaxonomyValue,Education
C,283,X,0.81
C,283,Y,0.09586487884192242
C,283,TaxonomyLevel,Umbrella
C,283,TaxonomyValue,Education
C,284,X,0.8200000000000001
C,284,Y,0.0964710432077156
C,284,TaxonomyLevel,Umbrella
C,284,TaxonomyValue,Education
C,285,X,0.8300000000000001
C,285,Y,0.09708062887066299
C,285,TaxonomyLevel,Umbrella
C,285,TaxonomyValue,Education
C,286,X,0.84
C,286,Y,0.09769364992900731
C,286,TaxonomyLevel,Umbrella
C,286,TaxonomyValue,Education
C,287,X,0.85
C,287,Y,0.09831012047232247
C,287,TaxonomyLevel,Umbrella
C,287,TaxonomyValue,Education
C,288,X,0.86
C,288,Y,0.09893005458048446
C,288,TaxonomyLevel,Umbrella
C,288,TaxonomyValue,Education
C,289,X,0.87
C,289,Y,0.09955346632262971
C,289,TaxonomyLevel,Umbrella
C,289,TaxonomyValue,Education
C,290,X,0.88
C,290,Y,0.10018036975610138
C,290,TaxonomyLevel,Umbrella
C,290,TaxonomyValue,Education
C,291,X,0.89
C,291,Y,0.10081077892538369
C,291,TaxonomyLevel,Umbrella
C,291,TaxonomyValue,Education
C,292,X,0.9
C,292,Y,0.10144470786102339
C,292,TaxonomyLevel,Umbrella
C,292,TaxonomyValue,Education
C,293,X,0.91
C,293,Y,0.10208217057853965
C,293,TaxonomyLevel,Umbrella
C,293,TaxonomyValue,Education
C,294,X,0.92
C,294,Y,0.10272318107732092
C,294,TaxonomyLevel,Umbrella
C,294,TaxonomyValue,Education
C,295,X,0.93
C,295,Y,0.10336775333951007
C,295,TaxonomyLevel,Umbrella
C,295,TaxonomyValue,Education
C,296,X,0.9400000000000001
C,296,Y,0.10401590132887661
C,296,TaxonomyLevel,Umbrella
C,296,TaxonomyValue,Education
C,297,X,0.9500000000000001
C,297,Y,0.10466763898967683
C,297,TaxonomyLevel,Umbrella
C,297,TaxonomyValue,Education
C,298,X,0.96
C,298,Y,0.10532298024550145
C,298,TaxonomyLevel,Umbrella
C,298,TaxonomyValue,Education
C,299,X,0.97
C,299,Y,0.1059819389981109
C,299,TaxonomyLevel,Umbrella
C,299,TaxonomyValue,Education
C,300,X,0.98
C,300,Y,0.10664452912625796
C,300,TaxonomyLevel,Umbrella
C,300,TaxonomyValue,Education
C,301,X,0.99
C,301,Y,0.10731076448449799
C,301,TaxonomyLevel,Umbrella
C,301,TaxonomyValue,Education
C,302,X,1.0
C,302,Y,0.10798065890198694
C,302,TaxonomyLevel,Umbrella
C,302,TaxonomyValue,Education
C,303,X,0.0
C,303,Y,0.03506332631959469
C,303,TaxonomyLevel,Umbrella
C,303,TaxonomyValue,Engineering
C,304,X,0.01
C,304,Y,0.03533897001811633
C,304,TaxonomyLevel,Umbrella
C,304,TaxonomyValue,Engineering
C,305,X,0.02
C,305,Y,0.03561670065432603
C,305,TaxonomyLevel,Umbrella
C,305,TaxonomyValue,Engineering
C,306,X,0.03
C,306,Y,0.03589653276715227
C,306,TaxonomyLevel,Umbrella
C,306,TaxonomyValue,Engineering
C,307,X,0.04
C,307,Y,0.036178480976895876
C,307,TaxonomyLevel,Umbrella
C,307,TaxonomyValue,Engineering
C,308,X,0.05
C,308,Y,0.0364625599853616
C,308,TaxonomyLevel,Umbrella
C,308,TaxonomyValue,Engineering
C,309,X,0.06
C,309,Y,0.03674878457598371
C,309,TaxonomyLevel,Umbrella
C,309,TaxonomyValue,Engineering
C,310,X,0.07
C,310,Y,0.037037169613945424
C,310,TaxonomyLevel,Umbrella
C,310,TaxonomyValue,Engineering
C,311,X,0.08
C,311,Y,0.03732773004629229
C,311,TaxonomyLevel,Umbrella
C,311,TaxonomyValue,Engineering
C,312,X,0.09
C,312,Y,0.03762048090203924
C,312,TaxonomyLevel,Umbrella
C,312,TaxonomyValue,Engineering
C,313,X,0.1
C,313,Y,0.037915437292271176
C,313,TaxonomyLevel,Umbrella
C,313,TaxonomyValue,Engineering
C,314,X,0.11
C,314,Y,0.03821261441023695
C,314,TaxonomyLevel,Umbrella
C,314,TaxonomyValue,Engineering
C,315,X,0.12
C,315,Y,0.03851202753143671
C,315,TaxonomyLevel,Umbrella
C,315,TaxonomyValue,Engineering
C,316,X,0.13
C,316,Y,0.03881369201370244
C,316,TaxonomyLevel,Umbrella
C,316,TaxonomyValue,Engineering
C,317,X,0.14
C,317,Y,0.03911762329727134
C,317,TaxonomyLevel,Umbrella
C,317,TaxonomyValue,Engineering
C,318,X,0.15
C,318,Y,0.039423836904852294
C,318,TaxonomyLevel,Umbrella
C,318,TaxonomyValue,Engineering
C,319,X,0.16
C,319,Y,0.039732348441685064
C,319,TaxonomyLevel,Umbrella
C,319,TaxonomyValue,Engineering
C,320,X,0.17
C,320,Y,0.04004317359559189
C,320,TaxonomyLevel,Umbrella
C,320,TaxonomyValue,Engineering
C,321,X,0.18
C,321,Y,0.04035632813702181
C,321,TaxonomyLevel,Umbrella
C,321,TaxonomyValue,Engineering
C,322,X,0.19
C,322,Y,0.0406718279190871
C,322,TaxonomyLevel,Umbrella
C,322,TaxonomyValue,Engineering
C,323,X,0.2
C,323,Y,0.04098968887759209
C,323,TaxonomyLevel,Umbrella
C,323,TaxonomyValue,Engineering
C,324,X,0.21
C,324,Y,0.04130992703105374
C,324,TaxonomyLevel,Umbrella
C,324,TaxonomyValue,Engineering
C,325,X,0.22
C,325,Y,0.041632558480714295
C,325,TaxonomyLevel,Umbrella
C,325,TaxonomyValue,Engineering
C,326,X,0.23
C,326,Y,0.04195759941054564
C,326,TaxonomyLevel,Umbrella
C,326,TaxonomyValue,Engineering
C,327,X,0.24
C,327,Y,0.04228506608724511
C,327,TaxonomyLevel,Umbrella
C,327,TaxonomyValue,Engineering
C,328,X,0.25
C,328,Y,0.042614974860222816
C,328,TaxonomyLevel,Umbrella
C,328,TaxonomyValue,Engineering
C,329,X,0.26
C,329,Y,0.042947342161580304
C,329,TaxonomyLevel,Umbrella
C,329,TaxonomyValue,Engineering
C,330,X,0.27
C,330,Y,0.043282184506080054
C,330,TaxonomyLevel,Umbrella
C,330,TaxonomyValue,Engineering
C,331,X,0.28
C,331,Y,0.043619518491106235
C,331,TaxonomyLevel,Umbrella
C,331,TaxonomyValue,Engineering
C,332,X,0.29
C,332,Y,0.043959360796616026
C,332,TaxonomyLevel,Umbrella
C,332,TaxonomyValue,Engineering
C,333,X,0.3
C,333,Y,0.04430172818508171
C,333,TaxonomyLevel,Umbrella
C,333,TaxonomyValue,Engineering
C,334,X,0.31
C,334,Y,0.0446466375014231
C,334,TaxonomyLevel,Umbrella
C,334,TaxonomyValue,Engineering
C,335,X,0.32
C,335,Y,0.04499410567293028
C,335,TaxonomyLevel,Umbrella
C,335,TaxonomyValue,Engineering
C,336,X,0.33
C,336,Y,0.045344149709176634
C,336,TaxonomyLevel,Umbrella
C,336,TaxonomyValue,Engineering
C,337,X,0.34
C,337,Y,0.04569678670192158
C,337,TaxonomyLevel,Umbrella
C,337,TaxonomyValue,Engineering
C,338,X,0.35000000000000003
C,338,Y,0.0460520338250033
C,338,TaxonomyLevel,Umbrella
C,338,TaxonomyValue,Engineering
C,339,X,0.36
C,339,Y,0.04640990833422093
C,339,TaxonomyLevel,Umbrella
C,339,TaxonomyValue,Engineering
C,340,X,0.37
C,340,Y,0.046770427567206424
C,340,TaxonomyLevel,Umbrella
C,340,TaxonomyValue,Engineering
C,341,X,0.38
C,341,Y,0.04713360894328534
C,341,TaxonomyLevel,Umbrella
C,341,TaxonomyValue,Engineering
C,342,X,0.39
C,342,Y,0.04749946996332709
C,342,TaxonomyLevel,Umbrella
C,342,TaxonomyValue,Engineering
C,343,X,0.4
C,343,Y,0.04786802820958383
C,343,TaxonomyLevel,Umbrella
C,343,TaxonomyValue,Engineering
C,344,X,0.41000000000000003
C,344,Y,0.04823930134551822
C,344,TaxonomyLevel,Umbrella
C,344,TaxonomyValue,Engineering
C,345,X,0.42
C,345,Y,0.0486133071156197
C,345,TaxonomyLevel,Umbrella
C,345,TaxonomyValue,Engineering
C,346,X,0.43
C,346,Y,0.04899006334520924
C,346,TaxonomyLevel,Umbrella
C,346,TaxonomyValue,Engineering
C,347,X,0.44
C,347,Y,0.04936958794023204
C,347,TaxonomyLevel,Umbrella
C,347,TaxonomyValue,Engineering
C,348,X,0.45
C,348,Y,0.04975189888703849
C,348,TaxonomyLevel,Umbrella
C,348,TaxonomyValue,Engineering
C,349,X,0.46
C,349,Y,0.05013701425215286
C,349,TaxonomyLevel,Umbrella
C,349,TaxonomyValue,Engineering
C,350,X,0.47000000000000003
C,350,Y,0.050524952182029556
C,350,TaxonomyLevel,Umbrella
C,350,TaxonomyValue,Engineering
C,351,X,0.48
C,351,Y,0.05091573090279686
C,351,TaxonomyLevel,Umbrella
C,351,TaxonomyValue,Engineering
C,352,X,0.49
C,352,Y,0.05130936871998795
C,352,TaxonomyLevel,Umbrella
C,352,TaxonomyValue,Engineering
C,353,X,0.5
C,353,Y,0.05170588401825904
C,353,TaxonomyLevel,Umbrella
C,353,TaxonomyValue,Engineering
C,354,X,0.51
C,354,Y,0.052105295261094156
C,354,TaxonomyLevel,Umbrella
C,354,TaxonomyValue,Engineering
C,355,X,0.52
C,355,Y,0.05250762099049678
C,355,TaxonomyLevel,Umbrella
C,355,TaxonomyValue,Engineering
C,356,X,0.53
C,356,Y,0.052912879826668015
C,356,TaxonomyLevel,Umbrella
C,356,TaxonomyValue,Engineering
C,357,X,0.54
C,357,Y,0.05332109046767074
C,357,TaxonomyLevel,Umbrella
C,357,TaxonomyValue,Engineering
C,358,X,0.55
C,358,Y,0.05373227168908017
C,358,TaxonomyLevel,Umbrella
C,358,TaxonomyValue,Engineering
C,359,X,0.56
C,359,Y,0.054146442343620066
C,359,TaxonomyLevel,Umbrella
C,359,TaxonomyValue,Engineering
C,360,X,0.5700000000000001
C,360,Y,0.05456362136078477
C,360,TaxonomyLevel,Umbrella
C,360,TaxonomyValue,Engineering
C,361,X,0.58
C,361,Y,0.054983827746446515
C,361,TaxonomyLevel,Umbrella
C,361,TaxonomyValue,Engineering
C,362,X,0.59
C,362,Y,0.055407080582448316
C,362,TaxonomyLevel,Umbrella
C,362,TaxonomyValue,Engineering
C,363,X,0.6
C,363,Y,0.055833399026181486
C,363,TaxonomyLevel,Umbrella
C,363,TaxonomyValue,Engineering
C,364,X,0.61
C,364,Y,0.056262802310148456
C,364,TaxonomyLevel,Umbrella
C,364,TaxonomyValue,Engineering
C,365,X,0.62
C,365,Y,0.05669530974150989
C,365,TaxonomyLevel,Umbrella
C,365,TaxonomyValue,Engineering
C,366,X,0.63
C,366,Y,0.05713094070161655
C,366,TaxonomyLevel,Umbrella
C,366,TaxonomyValue,Engineering
C,367,X,0.64
C,367,Y,0.05756971464552504
C,367,TaxonomyLevel,Umbrella
C,367,TaxonomyValue,Engineering
C,368,X,0.65
C,368,Y,0.05801165110149785
C,368,TaxonomyLevel,Umbrella
C,368,TaxonomyValue,Engineering
C,369,X,0.66
C,369,Y,0.05845676967048711
C,369,TaxonomyLevel,Umbrella
C,369,TaxonomyValue,Engineering
C,370,X,0.67
C,370,Y,0.058905090025601875
C,370,TaxonomyLevel,Umbrella
C,370,TaxonomyValue,Engineering
C,371,X,0.68
C,371,Y,0.05935663191155889
C,371,TaxonomyLevel,Umbrella
C,371,TaxonomyValue,Engineering
C,372,X,0.6900000000000001
C,372,Y,0.05981141514411644
C,372,TaxonomyLevel,Umbrella
C,372,TaxonomyValue,Engineering
C,373,X,0.7000000000000001
C,373,Y,0.060269459609491226
C,373,TaxonomyLevel,Umbrella
C,373,TaxonomyValue,Engineering
C,374,X,0.71
C,374,Y,0.060730785263757865
C,374,TaxonomyLevel,Umbrella
C,374,TaxonomyValue,Engineering
C,375,X,0.72
C,375,Y,0.06119541213223106
C,375,TaxonomyLevel,Umbrella
C,375,TaxonomyValue,Engineering
C,376,X,0.73
C,376,Y,0.061663360308829775
C,376,TaxonomyLevel,Umbrella
C,376,TaxonomyValue,Engineering
C,377,X,0.74
C,377,Y,0.062134649955423914
C,377,TaxonomyLevel,Umbrella
C,377,TaxonomyValue,Engineering
C,378,X,0.75
C,378,Y,0.06260930130116249
C,378,TaxonomyLevel,Umbrella
C,378,TaxonomyValue,Engineering
C,379,X,0.76
C,379,Y,0.06308733464178364
C,379,TaxonomyLevel,Umbrella
C,379,TaxonomyValue,Engineering
C,380,X,0.77
C,380,Y,0.06356877033890583
C,380,TaxonomyLevel,Umbrella
C,380,TaxonomyValue,Engineering
C,381,X,0.78
C,381,Y,0.0640536288193006
C,381,TaxonomyLevel,Umbrella
C,381,TaxonomyValue,Engineering
C,382,X,0.79
C,382,Y,0.06454193057414602
C,382,TaxonomyLevel,Umbrella
C,382,TaxonomyValue,Engineering
C,383,X,0.8
C,383,Y,0.06503369615826088
C,383,TaxonomyLevel,Umbrella
C,383,TaxonomyValue,Engineering
C,384,X,0.81
C,384,Y,0.06552894618931959
C,384,TaxonomyLevel,Umbrella
C,384,TaxonomyValue,Engineering
C,385,X,0.8200000000000001
C,385,Y,0.06602770134704726
C,385,TaxonomyLevel,Umbrella
C,385,TaxonomyValue,Engineering
C,386,X,0.8300000000000001
C,386,Y,0.06652998237239495
C,386,TaxonomyLevel,Umbrella
C,386,TaxonomyValue,Engineering
C,387,X,0.84
C,387,Y,0.06703581006669454
C,387,TaxonomyLevel,Umbrella
C,387,TaxonomyValue,Engineering
C,388,X,0.85
C,388,Y,0.06754520529079372
C,388,TaxonomyLevel,Umbrella
C,388,TaxonomyValue,Engineering
C,389,X,0.86
C,389,Y,0.06805818896416975
C,389,TaxonomyLevel,Umbrella
C,389,TaxonomyValue,Engineering
C,390,X,0.87
C,390,Y,0.068574782064023
C,390,TaxonomyLevel,Umbrella
C,390,TaxonomyValue,Engineering
C,391,X,0.88
C,391,Y,0.06909500562434905
C,391,TaxonomyLevel,Umbrella
C,391,TaxonomyValue,Engineering
C,392,X,0.89
C,392,Y,0.06961888073498974
C,392,TaxonomyLevel,Umbrella
C,392,TaxonomyValue,Engineering
C,393,X,0.9
C,393,Y,0.07014642854066278
C,393,TaxonomyLevel,Umbrella
C,393,TaxonomyValue,Engineering
C,394,X,0.91
C,394,Y,0.07067767023996928
C,394,TaxonomyLevel,Umbrella
C,394,TaxonomyValue,Engineering
C,395,X,0.92
C,395,Y,0.07121262708437995
C,395,TaxonomyLevel,Umbrella
C,395,TaxonomyValue,Engineering
C,396,X,0.93
C,396,Y,0.07175132037719857
C,396,TaxonomyLevel,Umbrella
C,396,TaxonomyValue,Engineering
C,397,X,0.9400000000000001
C,397,Y,0.07229377147250345
C,397,TaxonomyLevel,Umbrella
C,397,TaxonomyValue,Engineering
C,398,X,0.9500000000000001
C,398,Y,0.07284000177406615
C,398,TaxonomyLevel,Umbrella
C,398,TaxonomyValue,Engineering
C,399,X,0.96
C,399,Y,0.0733900327342474
C,399,TaxonomyLevel,Umbrella
C,399,TaxonomyValue,Engineering
C,400,X,0.97
C,400,Y,0.07394388585287015
C,400,TaxonomyLevel,Umbrella
C,400,TaxonomyValue,Engineering
C,401,X,0.98
C,401,Y,0.07450158267606899
C,401,TaxonomyLevel,Umbrella
C,401,TaxonomyValue,Engineering
C,402,X,0.99
C,402,Y,0.07506314479511642
C,402,TaxonomyLevel,Umbrella
C,402,TaxonomyValue,Engineering
C,403,X,1.0
C,403,Y,0.07562859384522534
C,403,TaxonomyLevel,Umbrella
C,403,TaxonomyValue,Engineering
C,404,X,0.0
C,404,Y,0.04121796971120661
C,404,TaxonomyLevel,Umbrella
C,404,TaxonomyValue,Humanities
C,405,X,0.01
C,405,Y,0.04136989968090704
C,405,TaxonomyLevel,Umbrella
C,405,TaxonomyValue,Humanities
C,406,X,0.02
C,406,Y,0.041522365413607
C,406,TaxonomyLevel,Umbrella
C,406,TaxonomyValue,Humanities
C,407,X,0.03
C,407,Y,0.041675368619560366
C,407,TaxonomyLevel,Umbrella
C,407,TaxonomyValue,Humanities
C,408,X,0.04
C,408,Y,0.04182891101315651
C,408,TaxonomyLevel,Umbrella
C,408,TaxonomyValue,Humanities
C,409,X,0.05
C,409,Y,0.041982994312919984
C,409,TaxonomyLevel,Umbrella
C,409,TaxonomyValue,Humanities
C,410,X,0.06
C,410,Y,0.042137620241510354
C,410,TaxonomyLevel,Umbrella
C,410,TaxonomyValue,Humanities
C,411,X,0.07
C,411,Y,0.04229279052572175
C,411,TaxonomyLevel,Umbrella
C,411,TaxonomyValue,Humanities
C,412,X,0.08
C,412,Y,0.042448506896482475
C,412,TaxonomyLevel,Umbrella
C,412,TaxonomyValue,Humanities
C,413,X,0.09
C,413,Y,0.04260477108885436
C,413,TaxonomyLevel,Umbrella
C,413,TaxonomyValue,Humanities
C,414,X,0.1
C,414,Y,0.042761584842032206
C,414,TaxonomyLevel,Umbrella
C,414,TaxonomyValue,Humanities
C,415,X,0.11
C,415,Y,0.042918949899342904
C,415,TaxonomyLevel,Umbrella
C,415,TaxonomyValue,Humanities
C,416,X,0.12
C,416,Y,0.04307686800824461
C,416,TaxonomyLevel,Umbrella
C,416,TaxonomyValue,Humanities
